region,sector,EXIOBASE_industry_code,Deforestation_area_ha,Deforestation_emissions_incl_peat_MtCO2,Deforestation_emissions_excl_peat_MtCO2
NL,"Waste water treatment, food",i90.4.a,0,0,0
NL,"Waste water treatment, other",i90.4.b,0,0,0
NL,Landfill of waste: Food,i90.5.a,0,0,0
NL,Landfill of waste: Paper,i90.5.b,0,0,0
NL,Landfill of waste: Plastic,i90.5.c,0,0,0
NL,Landfill of waste: Inert/metal/hazardous,i90.5.d,0,0,0
NL,Landfill of waste: Textiles,i90.5.e,0,0,0
NL,Landfill of waste: Wood,i90.5.f,0,0,0
NL,Activities of membership organisation n.e.c. (91),i91,0,0,0
NL,"Recreational, cultural and sporting activities (92)",i92,0,0,0
NL,Other service activities (93),i93,0,0,0
NL,Private households with employed persons (95),i95,0,0,0
NL,Extra-territorial organizations and bodies,i99,0,0,0
PL,Cultivation of paddy rice,i01.a,0,0,0
PL,Cultivation of wheat,i01.b,0,0,0
PL,Cultivation of cereal grains nec,i01.c,0,0,0
PL,"Cultivation of vegetables, fruit, nuts",i01.d,0,0,0
PL,Cultivation of oil seeds,i01.e,0,0,0
PL,"Cultivation of sugar cane, sugar beet",i01.f,0,0,0
PL,Cultivation of plant-based fibers,i01.g,0,0,0
PL,Cultivation of crops nec,i01.h,0,0,0
PL,Cattle farming,i01.i,0,0,0
PL,Pigs farming,i01.j,0,0,0
PL,Poultry farming,i01.k,0,0,0
PL,Meat animals nec,i01.l,0,0,0
PL,Animal products nec,i01.m,0,0,0
PL,Raw milk,i01.n,0,0,0
PL,"Wool, silk-worm cocoons",i01.o,0,0,0
PL,"Manure treatment (conventional), storage and land application",i01.w.1,0,0,0
PL,"Manure treatment (biogas), storage and land application",i01.w.2,0,0,0
PL,"Forestry, logging and related service activities (02)",i02,0,0,0
PL,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",i05,0,0,0
PL,Mining of coal and lignite; extraction of peat (10),i10,0,0,0
PL,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",i11.a,0,0,0
PL,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",i11.b,0,0,0
PL,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",i11.c,0,0,0
PL,Mining of uranium and thorium ores (12),i12,0,0,0
PL,Mining of iron ores,i13.1,0,0,0
PL,Mining of copper ores and concentrates,i13.20.11,0,0,0
PL,Mining of nickel ores and concentrates,i13.20.12,0,0,0
PL,Mining of aluminium ores and concentrates,i13.20.13,0,0,0
PL,Mining of precious metal ores and concentrates,i13.20.14,0,0,0
PL,"Mining of lead, zinc and tin ores and concentrates",i13.20.15,0,0,0
PL,Mining of other non-ferrous metal ores and concentrates,i13.20.16,0,0,0
PL,Quarrying of stone,i14.1,0,0,0
PL,Quarrying of sand and clay,i14.2,0,0,0
PL,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",i14.3,0,0,0
PL,Processing of meat cattle,i15.a,0,0,0
PL,Processing of meat pigs,i15.b,0,0,0
PL,Processing of meat poultry,i15.c,0,0,0
PL,Production of meat products nec,i15.d,0,0,0
PL,Processing vegetable oils and fats,i15.e,0,0,0
PL,Processing of dairy products,i15.f,0,0,0
PL,Processed rice,i15.g,0,0,0
PL,Sugar refining,i15.h,0,0,0
PL,Processing of Food products nec,i15.i,0,0,0
PL,Manufacture of beverages,i15.j,0,0,0
PL,Manufacture of fish products,i15.k,0,0,0
PL,Manufacture of tobacco products (16),i16,0,0,0
PL,Manufacture of textiles (17),i17,0,0,0
PL,Manufacture of wearing apparel; dressing and dyeing of fur (18),i18,0,0,0
PL,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",i19,0,0,0
PL,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",i20,0,0,0
PL,Re-processing of secondary wood material into new wood material,i20.w,0,0,0
PL,Pulp,i21.1,0,0,0
PL,Re-processing of secondary paper into new pulp,i21.w.1,0,0,0
PL,Paper,i21.2,0,0,0
PL,"Publishing, printing and reproduction of recorded media (22)",i22,0,0,0
PL,Manufacture of coke oven products,i23.1,0,0,0
PL,Petroleum Refinery,i23.2,0,0,0
PL,Processing of nuclear fuel,i23.3,0,0,0
PL,"Plastics, basic",i24.a,0,0,0
PL,Re-processing of secondary plastic into new plastic,i24.a.w,0,0,0
PL,N-fertiliser,i24.b,0,0,0
PL,P- and other fertiliser,i24.c,0,0,0
PL,Chemicals nec,i24.d,0,0,0
PL,Manufacture of rubber and plastic products (25),i25,0,0,0
PL,Manufacture of glass and glass products,i26.a,0,0,0
PL,Re-processing of secondary glass into new glass,i26.a.w,0,0,0
PL,Manufacture of ceramic goods,i26.b,0,0,0
PL,"Manufacture of bricks, tiles and construction products, in baked clay",i26.c,0,0,0
PL,"Manufacture of cement, lime and plaster",i26.d,0,0,0
PL,Re-processing of ash into clinker,i26.d.w,0,0,0
PL,Manufacture of other non-metallic mineral products n.e.c.,i26.e,0,0,0
PL,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,i27.a,0,0,0
PL,Re-processing of secondary steel into new steel,i27.a.w,0,0,0
PL,Precious metals production,i27.41,0,0,0
PL,Re-processing of secondary preciuos metals into new preciuos metals,i27.41.w,0,0,0
PL,Aluminium production,i27.42,0,0,0
PL,Re-processing of secondary aluminium into new aluminium,i27.42.w,0,0,0
PL,"Lead, zinc and tin production",i27.43,0,0,0
PL,"Re-processing of secondary lead into new lead, zinc and tin",i27.43.w,0,0,0
PL,Copper production,i27.44,0,0,0
PL,Re-processing of secondary copper into new copper,i27.44.w,0,0,0
PL,Other non-ferrous metal production,i27.45,0,0,0
PL,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,i27.45.w,0,0,0
PL,Casting of metals,i27.5,0,0,0
PL,"Manufacture of fabricated metal products, except machinery and equipment (28)",i28,0,0,0
PL,Manufacture of machinery and equipment n.e.c. (29),i29,0,0,0
PL,Manufacture of office machinery and computers (30),i30,0,0,0
PL,Manufacture of electrical machinery and apparatus n.e.c. (31),i31,0,0,0
PL,"Manufacture of radio, television and communication equipment and apparatus (32)",i32,0,0,0
PL,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",i33,0,0,0
PL,"Manufacture of motor vehicles, trailers and semi-trailers (34)",i34,0,0,0
PL,Manufacture of other transport equipment (35),i35,0,0,0
PL,Manufacture of furniture; manufacturing n.e.c. (36),i36,0,0,0
PL,Recycling of waste and scrap,i37,0,0,0
PL,Recycling of bottles by direct reuse,i37.w.1,0,0,0
PL,Production of electricity by coal,i40.11.a,0,0,0
PL,Production of electricity by gas,i40.11.b,0,0,0
PL,Production of electricity by nuclear,i40.11.c,0,0,0
PL,Production of electricity by hydro,i40.11.d,0,0,0
PL,Production of electricity by wind,i40.11.e,0,0,0
PL,Production of electricity by petroleum and other oil derivatives,i40.11.f,0,0,0
PL,Production of electricity by biomass and waste,i40.11.g,0,0,0
PL,Production of electricity by solar photovoltaic,i40.11.h,0,0,0
PL,Production of electricity by solar thermal,i40.11.i,0,0,0
PL,"Production of electricity by tide, wave, ocean",i40.11.j,0,0,0
PL,Production of electricity by Geothermal,i40.11.k,0,0,0
PL,Production of electricity nec,i40.11.l,0,0,0
PL,Transmission of electricity,i40.12,0,0,0
PL,Distribution and trade of electricity,i40.13,0,0,0
PL,Manufacture of gas; distribution of gaseous fuels through mains,i40.2,0,0,0
PL,Steam and hot water supply,i40.3,0,0,0
PL,"Collection, purification and distribution of water (41)",i41,0,0,0
PL,Construction (45),i45,0,0,0
PL,Re-processing of secondary construction material into aggregates,i45.w,0,0,0
PL,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",i50.a,0,0,0
PL,Retail sale of automotive fuel,i50.b,0,0,0
PL,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",i51,0,0,0
PL,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",i52,0,0,0
PL,Hotels and restaurants (55),i55,0,0,0
PL,Transport via railways,i60.1,0,0,0
PL,Other land transport,i60.2,0,0,0
PL,Transport via pipelines,i60.3,0,0,0
PL,Sea and coastal water transport,i61.1,0,0,0
PL,Inland water transport,i61.2,0,0,0
PL,Air transport (62),i62,0,0,0
PL,Supporting and auxiliary transport activities; activities of travel agencies (63),i63,0,0,0
PL,Post and telecommunications (64),i64,0,0,0
PL,"Financial intermediation, except insurance and pension funding (65)",i65,0,0,0
PL,"Insurance and pension funding, except compulsory social security (66)",i66,0,0,0
PL,Activities auxiliary to financial intermediation (67),i67,0,0,0
PL,Real estate activities (70),i70,0,0,0
PL,Renting of machinery and equipment without operator and of personal and household goods (71),i71,0,0,0
PL,Computer and related activities (72),i72,0,0,0
PL,Research and development (73),i73,0,0,0
PL,Other business activities (74),i74,0,0,0
PL,Public administration and defence; compulsory social security (75),i75,0,0,0
PL,Education (80),i80,0,0,0
PL,Health and social work (85),i85,0,0,0
PL,Incineration of waste: Food,i90.1.a,0,0,0
PL,Incineration of waste: Paper,i90.1.b,0,0,0
PL,Incineration of waste: Plastic,i90.1.c,0,0,0
PL,Incineration of waste: Metals and Inert materials,i90.1.d,0,0,0
PL,Incineration of waste: Textiles,i90.1.e,0,0,0
PL,Incineration of waste: Wood,i90.1.f,0,0,0
PL,Incineration of waste: Oil/Hazardous waste,i90.1.g,0,0,0
PL,"Biogasification of food waste, incl. land application",i90.2.a,0,0,0
PL,"Biogasification of paper, incl. land application",i90.2.b,0,0,0
PL,"Biogasification of sewage slugde, incl. land application",i90.2.c,0,0,0
PL,"Composting of food waste, incl. land application",i90.3.a,0,0,0
PL,"Composting of paper and wood, incl. land application",i90.3.b,0,0,0
PL,"Waste water treatment, food",i90.4.a,0,0,0
PL,"Waste water treatment, other",i90.4.b,0,0,0
PL,Landfill of waste: Food,i90.5.a,0,0,0
PL,Landfill of waste: Paper,i90.5.b,0,0,0
PL,Landfill of waste: Plastic,i90.5.c,0,0,0
PL,Landfill of waste: Inert/metal/hazardous,i90.5.d,0,0,0
PL,Landfill of waste: Textiles,i90.5.e,0,0,0
PL,Landfill of waste: Wood,i90.5.f,0,0,0
PL,Activities of membership organisation n.e.c. (91),i91,0,0,0
PL,"Recreational, cultural and sporting activities (92)",i92,0,0,0
PL,Other service activities (93),i93,0,0,0
PL,Private households with employed persons (95),i95,0,0,0
PL,Extra-territorial organizations and bodies,i99,0,0,0
PT,Cultivation of paddy rice,i01.a,0,0,0
PT,Cultivation of wheat,i01.b,0,0,0
PT,Cultivation of cereal grains nec,i01.c,0,0,0
PT,"Cultivation of vegetables, fruit, nuts",i01.d,0,0,0
PT,Cultivation of oil seeds,i01.e,0,0,0
PT,"Cultivation of sugar cane, sugar beet",i01.f,0,0,0
PT,Cultivation of plant-based fibers,i01.g,0,0,0
PT,Cultivation of crops nec,i01.h,0,0,0
PT,Cattle farming,i01.i,0,0,0
PT,Pigs farming,i01.j,0,0,0
PT,Poultry farming,i01.k,0,0,0
PT,Meat animals nec,i01.l,0,0,0
PT,Animal products nec,i01.m,0,0,0
PT,Raw milk,i01.n,0,0,0
PT,"Wool, silk-worm cocoons",i01.o,0,0,0
PT,"Manure treatment (conventional), storage and land application",i01.w.1,0,0,0
PT,"Manure treatment (biogas), storage and land application",i01.w.2,0,0,0
PT,"Forestry, logging and related service activities (02)",i02,0,0,0
PT,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",i05,0,0,0
PT,Mining of coal and lignite; extraction of peat (10),i10,0,0,0
PT,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",i11.a,0,0,0
PT,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",i11.b,0,0,0
PT,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",i11.c,0,0,0
PT,Mining of uranium and thorium ores (12),i12,0,0,0
PT,Mining of iron ores,i13.1,0,0,0
PT,Mining of copper ores and concentrates,i13.20.11,0,0,0
PT,Mining of nickel ores and concentrates,i13.20.12,0,0,0
PT,Mining of aluminium ores and concentrates,i13.20.13,0,0,0
PT,Mining of precious metal ores and concentrates,i13.20.14,0,0,0
PT,"Mining of lead, zinc and tin ores and concentrates",i13.20.15,0,0,0
PT,Mining of other non-ferrous metal ores and concentrates,i13.20.16,0,0,0
PT,Quarrying of stone,i14.1,0,0,0
PT,Quarrying of sand and clay,i14.2,0,0,0
PT,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",i14.3,0,0,0
PT,Processing of meat cattle,i15.a,0,0,0
PT,Processing of meat pigs,i15.b,0,0,0
PT,Processing of meat poultry,i15.c,0,0,0
PT,Production of meat products nec,i15.d,0,0,0
PT,Processing vegetable oils and fats,i15.e,0,0,0
PT,Processing of dairy products,i15.f,0,0,0
PT,Processed rice,i15.g,0,0,0
PT,Sugar refining,i15.h,0,0,0
PT,Processing of Food products nec,i15.i,0,0,0
PT,Manufacture of beverages,i15.j,0,0,0
PT,Manufacture of fish products,i15.k,0,0,0
PT,Manufacture of tobacco products (16),i16,0,0,0
PT,Manufacture of textiles (17),i17,0,0,0
PT,Manufacture of wearing apparel; dressing and dyeing of fur (18),i18,0,0,0
PT,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",i19,0,0,0
PT,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",i20,0,0,0
PT,Re-processing of secondary wood material into new wood material,i20.w,0,0,0
PT,Pulp,i21.1,0,0,0
PT,Re-processing of secondary paper into new pulp,i21.w.1,0,0,0
PT,Paper,i21.2,0,0,0
PT,"Publishing, printing and reproduction of recorded media (22)",i22,0,0,0
PT,Manufacture of coke oven products,i23.1,0,0,0
PT,Petroleum Refinery,i23.2,0,0,0
PT,Processing of nuclear fuel,i23.3,0,0,0
PT,"Plastics, basic",i24.a,0,0,0
PT,Re-processing of secondary plastic into new plastic,i24.a.w,0,0,0
PT,N-fertiliser,i24.b,0,0,0
PT,P- and other fertiliser,i24.c,0,0,0
PT,Chemicals nec,i24.d,0,0,0
PT,Manufacture of rubber and plastic products (25),i25,0,0,0
PT,Manufacture of glass and glass products,i26.a,0,0,0
PT,Re-processing of secondary glass into new glass,i26.a.w,0,0,0
PT,Manufacture of ceramic goods,i26.b,0,0,0
PT,"Manufacture of bricks, tiles and construction products, in baked clay",i26.c,0,0,0
PT,"Manufacture of cement, lime and plaster",i26.d,0,0,0
PT,Re-processing of ash into clinker,i26.d.w,0,0,0
PT,Manufacture of other non-metallic mineral products n.e.c.,i26.e,0,0,0
PT,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,i27.a,0,0,0
PT,Re-processing of secondary steel into new steel,i27.a.w,0,0,0
PT,Precious metals production,i27.41,0,0,0
PT,Re-processing of secondary preciuos metals into new preciuos metals,i27.41.w,0,0,0
PT,Aluminium production,i27.42,0,0,0
PT,Re-processing of secondary aluminium into new aluminium,i27.42.w,0,0,0
PT,"Lead, zinc and tin production",i27.43,0,0,0
PT,"Re-processing of secondary lead into new lead, zinc and tin",i27.43.w,0,0,0
PT,Copper production,i27.44,0,0,0
PT,Re-processing of secondary copper into new copper,i27.44.w,0,0,0
PT,Other non-ferrous metal production,i27.45,0,0,0
PT,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,i27.45.w,0,0,0
PT,Casting of metals,i27.5,0,0,0
PT,"Manufacture of fabricated metal products, except machinery and equipment (28)",i28,0,0,0
PT,Manufacture of machinery and equipment n.e.c. (29),i29,0,0,0
PT,Manufacture of office machinery and computers (30),i30,0,0,0
PT,Manufacture of electrical machinery and apparatus n.e.c. (31),i31,0,0,0
PT,"Manufacture of radio, television and communication equipment and apparatus (32)",i32,0,0,0
PT,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",i33,0,0,0
PT,"Manufacture of motor vehicles, trailers and semi-trailers (34)",i34,0,0,0
PT,Manufacture of other transport equipment (35),i35,0,0,0
PT,Manufacture of furniture; manufacturing n.e.c. (36),i36,0,0,0
PT,Recycling of waste and scrap,i37,0,0,0
PT,Recycling of bottles by direct reuse,i37.w.1,0,0,0
PT,Production of electricity by coal,i40.11.a,0,0,0
PT,Production of electricity by gas,i40.11.b,0,0,0
PT,Production of electricity by nuclear,i40.11.c,0,0,0
PT,Production of electricity by hydro,i40.11.d,0,0,0
PT,Production of electricity by wind,i40.11.e,0,0,0
PT,Production of electricity by petroleum and other oil derivatives,i40.11.f,0,0,0
PT,Production of electricity by biomass and waste,i40.11.g,0,0,0
PT,Production of electricity by solar photovoltaic,i40.11.h,0,0,0
PT,Production of electricity by solar thermal,i40.11.i,0,0,0
PT,"Production of electricity by tide, wave, ocean",i40.11.j,0,0,0
PT,Production of electricity by Geothermal,i40.11.k,0,0,0
PT,Production of electricity nec,i40.11.l,0,0,0
PT,Transmission of electricity,i40.12,0,0,0
PT,Distribution and trade of electricity,i40.13,0,0,0
PT,Manufacture of gas; distribution of gaseous fuels through mains,i40.2,0,0,0
PT,Steam and hot water supply,i40.3,0,0,0
PT,"Collection, purification and distribution of water (41)",i41,0,0,0
PT,Construction (45),i45,0,0,0
PT,Re-processing of secondary construction material into aggregates,i45.w,0,0,0
PT,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",i50.a,0,0,0
PT,Retail sale of automotive fuel,i50.b,0,0,0
PT,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",i51,0,0,0
PT,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",i52,0,0,0
PT,Hotels and restaurants (55),i55,0,0,0
PT,Transport via railways,i60.1,0,0,0
PT,Other land transport,i60.2,0,0,0
PT,Transport via pipelines,i60.3,0,0,0
PT,Sea and coastal water transport,i61.1,0,0,0
PT,Inland water transport,i61.2,0,0,0
PT,Air transport (62),i62,0,0,0
PT,Supporting and auxiliary transport activities; activities of travel agencies (63),i63,0,0,0
PT,Post and telecommunications (64),i64,0,0,0
PT,"Financial intermediation, except insurance and pension funding (65)",i65,0,0,0
PT,"Insurance and pension funding, except compulsory social security (66)",i66,0,0,0
PT,Activities auxiliary to financial intermediation (67),i67,0,0,0
PT,Real estate activities (70),i70,0,0,0
PT,Renting of machinery and equipment without operator and of personal and household goods (71),i71,0,0,0
PT,Computer and related activities (72),i72,0,0,0
PT,Research and development (73),i73,0,0,0
PT,Other business activities (74),i74,0,0,0
PT,Public administration and defence; compulsory social security (75),i75,0,0,0
PT,Education (80),i80,0,0,0
PT,Health and social work (85),i85,0,0,0
PT,Incineration of waste: Food,i90.1.a,0,0,0
PT,Incineration of waste: Paper,i90.1.b,0,0,0
PT,Incineration of waste: Plastic,i90.1.c,0,0,0
PT,Incineration of waste: Metals and Inert materials,i90.1.d,0,0,0
PT,Incineration of waste: Textiles,i90.1.e,0,0,0
PT,Incineration of waste: Wood,i90.1.f,0,0,0
PT,Incineration of waste: Oil/Hazardous waste,i90.1.g,0,0,0
PT,"Biogasification of food waste, incl. land application",i90.2.a,0,0,0
PT,"Biogasification of paper, incl. land application",i90.2.b,0,0,0
PT,"Biogasification of sewage slugde, incl. land application",i90.2.c,0,0,0
PT,"Composting of food waste, incl. land application",i90.3.a,0,0,0
PT,"Composting of paper and wood, incl. land application",i90.3.b,0,0,0
PT,"Waste water treatment, food",i90.4.a,0,0,0
PT,"Waste water treatment, other",i90.4.b,0,0,0
PT,Landfill of waste: Food,i90.5.a,0,0,0
PT,Landfill of waste: Paper,i90.5.b,0,0,0
PT,Landfill of waste: Plastic,i90.5.c,0,0,0
PT,Landfill of waste: Inert/metal/hazardous,i90.5.d,0,0,0
PT,Landfill of waste: Textiles,i90.5.e,0,0,0
PT,Landfill of waste: Wood,i90.5.f,0,0,0
PT,Activities of membership organisation n.e.c. (91),i91,0,0,0
PT,"Recreational, cultural and sporting activities (92)",i92,0,0,0
PT,Other service activities (93),i93,0,0,0
PT,Private households with employed persons (95),i95,0,0,0
PT,Extra-territorial organizations and bodies,i99,0,0,0
RO,Cultivation of paddy rice,i01.a,0,0,0
RO,Cultivation of wheat,i01.b,0,0,0
RO,Cultivation of cereal grains nec,i01.c,0,0,0
RO,"Cultivation of vegetables, fruit, nuts",i01.d,0,0,0
RO,Cultivation of oil seeds,i01.e,0,0,0
RO,"Cultivation of sugar cane, sugar beet",i01.f,0,0,0
RO,Cultivation of plant-based fibers,i01.g,0,0,0
RO,Cultivation of crops nec,i01.h,0,0,0
RO,Cattle farming,i01.i,0,0,0
RO,Pigs farming,i01.j,0,0,0
RO,Poultry farming,i01.k,0,0,0
RO,Meat animals nec,i01.l,0,0,0
RO,Animal products nec,i01.m,0,0,0
RO,Raw milk,i01.n,0,0,0
RO,"Wool, silk-worm cocoons",i01.o,0,0,0
RO,"Manure treatment (conventional), storage and land application",i01.w.1,0,0,0
RO,"Manure treatment (biogas), storage and land application",i01.w.2,0,0,0
RO,"Forestry, logging and related service activities (02)",i02,0,0,0
RO,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",i05,0,0,0
RO,Mining of coal and lignite; extraction of peat (10),i10,0,0,0
RO,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",i11.a,0,0,0
RO,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",i11.b,0,0,0
RO,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",i11.c,0,0,0
RO,Mining of uranium and thorium ores (12),i12,0,0,0
RO,Mining of iron ores,i13.1,0,0,0
RO,Mining of copper ores and concentrates,i13.20.11,0,0,0
RO,Mining of nickel ores and concentrates,i13.20.12,0,0,0
RO,Mining of aluminium ores and concentrates,i13.20.13,0,0,0
RO,Mining of precious metal ores and concentrates,i13.20.14,0,0,0
RO,"Mining of lead, zinc and tin ores and concentrates",i13.20.15,0,0,0
RO,Mining of other non-ferrous metal ores and concentrates,i13.20.16,0,0,0
RO,Quarrying of stone,i14.1,0,0,0
RO,Quarrying of sand and clay,i14.2,0,0,0
RO,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",i14.3,0,0,0
RO,Processing of meat cattle,i15.a,0,0,0
RO,Processing of meat pigs,i15.b,0,0,0
RO,Processing of meat poultry,i15.c,0,0,0
RO,Production of meat products nec,i15.d,0,0,0
RO,Processing vegetable oils and fats,i15.e,0,0,0
RO,Processing of dairy products,i15.f,0,0,0
RO,Processed rice,i15.g,0,0,0
RO,Sugar refining,i15.h,0,0,0
RO,Processing of Food products nec,i15.i,0,0,0
RO,Manufacture of beverages,i15.j,0,0,0
RO,Manufacture of fish products,i15.k,0,0,0
RO,Manufacture of tobacco products (16),i16,0,0,0
RO,Manufacture of textiles (17),i17,0,0,0
RO,Manufacture of wearing apparel; dressing and dyeing of fur (18),i18,0,0,0
RO,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",i19,0,0,0
RO,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",i20,0,0,0
RO,Re-processing of secondary wood material into new wood material,i20.w,0,0,0
RO,Pulp,i21.1,0,0,0
RO,Re-processing of secondary paper into new pulp,i21.w.1,0,0,0
RO,Paper,i21.2,0,0,0
RO,"Publishing, printing and reproduction of recorded media (22)",i22,0,0,0
RO,Manufacture of coke oven products,i23.1,0,0,0
RO,Petroleum Refinery,i23.2,0,0,0
RO,Processing of nuclear fuel,i23.3,0,0,0
RO,"Plastics, basic",i24.a,0,0,0
RO,Re-processing of secondary plastic into new plastic,i24.a.w,0,0,0
RO,N-fertiliser,i24.b,0,0,0
RO,P- and other fertiliser,i24.c,0,0,0
RO,Chemicals nec,i24.d,0,0,0
RO,Manufacture of rubber and plastic products (25),i25,0,0,0
RO,Manufacture of glass and glass products,i26.a,0,0,0
RO,Re-processing of secondary glass into new glass,i26.a.w,0,0,0
RO,Manufacture of ceramic goods,i26.b,0,0,0
RO,"Manufacture of bricks, tiles and construction products, in baked clay",i26.c,0,0,0
RO,"Manufacture of cement, lime and plaster",i26.d,0,0,0
RO,Re-processing of ash into clinker,i26.d.w,0,0,0
RO,Manufacture of other non-metallic mineral products n.e.c.,i26.e,0,0,0
RO,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,i27.a,0,0,0
RO,Re-processing of secondary steel into new steel,i27.a.w,0,0,0
RO,Precious metals production,i27.41,0,0,0
RO,Re-processing of secondary preciuos metals into new preciuos metals,i27.41.w,0,0,0
RO,Aluminium production,i27.42,0,0,0
RO,Re-processing of secondary aluminium into new aluminium,i27.42.w,0,0,0
RO,"Lead, zinc and tin production",i27.43,0,0,0
RO,"Re-processing of secondary lead into new lead, zinc and tin",i27.43.w,0,0,0
RO,Copper production,i27.44,0,0,0
RO,Re-processing of secondary copper into new copper,i27.44.w,0,0,0
RO,Other non-ferrous metal production,i27.45,0,0,0
RO,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,i27.45.w,0,0,0
RO,Casting of metals,i27.5,0,0,0
RO,"Manufacture of fabricated metal products, except machinery and equipment (28)",i28,0,0,0
RO,Manufacture of machinery and equipment n.e.c. (29),i29,0,0,0
RO,Manufacture of office machinery and computers (30),i30,0,0,0
RO,Manufacture of electrical machinery and apparatus n.e.c. (31),i31,0,0,0
RO,"Manufacture of radio, television and communication equipment and apparatus (32)",i32,0,0,0
RO,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",i33,0,0,0
RO,"Manufacture of motor vehicles, trailers and semi-trailers (34)",i34,0,0,0
RO,Manufacture of other transport equipment (35),i35,0,0,0
RO,Manufacture of furniture; manufacturing n.e.c. (36),i36,0,0,0
RO,Recycling of waste and scrap,i37,0,0,0
RO,Recycling of bottles by direct reuse,i37.w.1,0,0,0
RO,Production of electricity by coal,i40.11.a,0,0,0
RO,Production of electricity by gas,i40.11.b,0,0,0
RO,Production of electricity by nuclear,i40.11.c,0,0,0
RO,Production of electricity by hydro,i40.11.d,0,0,0
RO,Production of electricity by wind,i40.11.e,0,0,0
RO,Production of electricity by petroleum and other oil derivatives,i40.11.f,0,0,0
RO,Production of electricity by biomass and waste,i40.11.g,0,0,0
RO,Production of electricity by solar photovoltaic,i40.11.h,0,0,0
RO,Production of electricity by solar thermal,i40.11.i,0,0,0
RO,"Production of electricity by tide, wave, ocean",i40.11.j,0,0,0
RO,Production of electricity by Geothermal,i40.11.k,0,0,0
RO,Production of electricity nec,i40.11.l,0,0,0
RO,Transmission of electricity,i40.12,0,0,0
RO,Distribution and trade of electricity,i40.13,0,0,0
RO,Manufacture of gas; distribution of gaseous fuels through mains,i40.2,0,0,0
RO,Steam and hot water supply,i40.3,0,0,0
RO,"Collection, purification and distribution of water (41)",i41,0,0,0
RO,Construction (45),i45,0,0,0
RO,Re-processing of secondary construction material into aggregates,i45.w,0,0,0
RO,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",i50.a,0,0,0
RO,Retail sale of automotive fuel,i50.b,0,0,0
RO,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",i51,0,0,0
RO,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",i52,0,0,0
RO,Hotels and restaurants (55),i55,0,0,0
RO,Transport via railways,i60.1,0,0,0
RO,Other land transport,i60.2,0,0,0
RO,Transport via pipelines,i60.3,0,0,0
RO,Sea and coastal water transport,i61.1,0,0,0
RO,Inland water transport,i61.2,0,0,0
RO,Air transport (62),i62,0,0,0
RO,Supporting and auxiliary transport activities; activities of travel agencies (63),i63,0,0,0
RO,Post and telecommunications (64),i64,0,0,0
RO,"Financial intermediation, except insurance and pension funding (65)",i65,0,0,0
RO,"Insurance and pension funding, except compulsory social security (66)",i66,0,0,0
RO,Activities auxiliary to financial intermediation (67),i67,0,0,0
RO,Real estate activities (70),i70,0,0,0
